ID,habitats,labels,classes,frames
7117/empty/7117_no_fish_2_f000026,7117,0,empty,7117_no_fish_2_f000026
7117/empty/7117_no_fish_2_f000027,7117,0,empty,7117_no_fish_2_f000027
7117/empty/7117_no_fish_2_f000028,7117,0,empty,7117_no_fish_2_f000028
7117/empty/7117_no_fish_2_f000029,7117,0,empty,7117_no_fish_2_f000029
7117/empty/7117_no_fish_2_f000030,7117,0,empty,7117_no_fish_2_f000030
7117/empty/7117_no_fish_2_f000031,7117,0,empty,7117_no_fish_2_f000031
7117/empty/7117_no_fish_2_f000032,7117,0,empty,7117_no_fish_2_f000032
7117/empty/7117_no_fish_2_f000033,7117,0,empty,7117_no_fish_2_f000033
7117/empty/7117_no_fish_2_f000034,7117,0,empty,7117_no_fish_2_f000034
7117/empty/7117_no_fish_2_f000035,7117,0,empty,7117_no_fish_2_f000035
7117/empty/7117_no_fish_2_f000036,7117,0,empty,7117_no_fish_2_f000036
7117/empty/7117_no_fish_2_f000037,7117,0,empty,7117_no_fish_2_f000037
7117/empty/7117_no_fish_2_f000038,7117,0,empty,7117_no_fish_2_f000038
7117/empty/7117_no_fish_2_f000039,7117,0,empty,7117_no_fish_2_f000039
7117/empty/7117_no_fish_2_f000040,7117,0,empty,7117_no_fish_2_f000040
7117/empty/7117_no_fish_2_f000041,7117,0,empty,7117_no_fish_2_f000041
7117/empty/7117_no_fish_2_f000042,7117,0,empty,7117_no_fish_2_f000042
7117/empty/7117_no_fish_2_f000043,7117,0,empty,7117_no_fish_2_f000043
7117/empty/7117_no_fish_2_f000044,7117,0,empty,7117_no_fish_2_f000044
7117/empty/7117_no_fish_2_f000045,7117,0,empty,7117_no_fish_2_f000045
7117/empty/7117_no_fish_2_f000046,7117,0,empty,7117_no_fish_2_f000046
7117/empty/7117_no_fish_2_f000047,7117,0,empty,7117_no_fish_2_f000047
7117/empty/7117_no_fish_2_f000048,7117,0,empty,7117_no_fish_2_f000048
7117/empty/7117_no_fish_2_f000049,7117,0,empty,7117_no_fish_2_f000049
7117/empty/7117_no_fish_2_f000050,7117,0,empty,7117_no_fish_2_f000050
7117/empty/7117_no_fish_2_f000051,7117,0,empty,7117_no_fish_2_f000051
7117/empty/7117_no_fish_2_f000052,7117,0,empty,7117_no_fish_2_f000052
7117/empty/7117_no_fish_2_f000053,7117,0,empty,7117_no_fish_2_f000053
7117/empty/7117_no_fish_2_f000054,7117,0,empty,7117_no_fish_2_f000054
7117/empty/7117_no_fish_2_f000055,7117,0,empty,7117_no_fish_2_f000055
7117/empty/7117_no_fish_2_f000056,7117,0,empty,7117_no_fish_2_f000056
7117/empty/7117_no_fish_2_f000057,7117,0,empty,7117_no_fish_2_f000057
7117/empty/7117_no_fish_2_f000058,7117,0,empty,7117_no_fish_2_f000058
7117/empty/7117_no_fish_2_f000059,7117,0,empty,7117_no_fish_2_f000059
7117/empty/7117_no_fish_2_f000060,7117,0,empty,7117_no_fish_2_f000060
7117/empty/7117_no_fish_2_f000061,7117,0,empty,7117_no_fish_2_f000061
7117/empty/7117_no_fish_2_f000062,7117,0,empty,7117_no_fish_2_f000062
7117/empty/7117_no_fish_2_f000063,7117,0,empty,7117_no_fish_2_f000063
7117/empty/7117_no_fish_2_f000064,7117,0,empty,7117_no_fish_2_f000064
7117/empty/7117_no_fish_2_f000065,7117,0,empty,7117_no_fish_2_f000065
7117/empty/7117_no_fish_2_f000066,7117,0,empty,7117_no_fish_2_f000066
7117/empty/7117_no_fish_2_f000067,7117,0,empty,7117_no_fish_2_f000067
7117/empty/7117_no_fish_2_f000068,7117,0,empty,7117_no_fish_2_f000068
7117/empty/7117_no_fish_2_f000069,7117,0,empty,7117_no_fish_2_f000069
7117/empty/7117_no_fish_2_f000070,7117,0,empty,7117_no_fish_2_f000070
7117/empty/7117_no_fish_2_f000071,7117,0,empty,7117_no_fish_2_f000071
7117/empty/7117_no_fish_2_f000072,7117,0,empty,7117_no_fish_2_f000072
7117/empty/7117_no_fish_2_f000073,7117,0,empty,7117_no_fish_2_f000073
7117/empty/7117_no_fish_2_f000074,7117,0,empty,7117_no_fish_2_f000074
7117/empty/7117_no_fish_2_f000075,7117,0,empty,7117_no_fish_2_f000075
7117/empty/7117_no_fish_2_f000076,7117,0,empty,7117_no_fish_2_f000076
7117/empty/7117_no_fish_2_f000077,7117,0,empty,7117_no_fish_2_f000077
7117/empty/7117_no_fish_2_f000078,7117,0,empty,7117_no_fish_2_f000078
7117/empty/7117_no_fish_2_f000079,7117,0,empty,7117_no_fish_2_f000079
7117/empty/7117_no_fish_2_f000080,7117,0,empty,7117_no_fish_2_f000080
7117/empty/7117_no_fish_2_f000081,7117,0,empty,7117_no_fish_2_f000081
7117/empty/7117_no_fish_2_f000082,7117,0,empty,7117_no_fish_2_f000082
7117/empty/7117_no_fish_2_f000083,7117,0,empty,7117_no_fish_2_f000083
7117/empty/7117_no_fish_2_f000084,7117,0,empty,7117_no_fish_2_f000084
7117/empty/7117_no_fish_2_f000085,7117,0,empty,7117_no_fish_2_f000085
7117/empty/7117_no_fish_2_f000086,7117,0,empty,7117_no_fish_2_f000086
7117/empty/7117_no_fish_2_f000087,7117,0,empty,7117_no_fish_2_f000087
7117/empty/7117_no_fish_2_f000088,7117,0,empty,7117_no_fish_2_f000088
7117/empty/7117_no_fish_2_f000089,7117,0,empty,7117_no_fish_2_f000089
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000000,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000000
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000001,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000001
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000002,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000002
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000003,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000003
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000004,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000004
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000005,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000005
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000006,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000006
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000007,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000007
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000008,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000008
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000009,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000009
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000010,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000010
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000011,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000011
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000012,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000012
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000013,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000013
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000014,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000014
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000015,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000015
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000016,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000016
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000017,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000017
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000018,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000018
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000019,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000019
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000020,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000020
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000021,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000021
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000022,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000022
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000023,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000023
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000024,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000024
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000025,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000025
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000026,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000026
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000027,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000027
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000028,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000028
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000029,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000029
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000030,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000030
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000031,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000031
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000032,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000032
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000033,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000033
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000034,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000034
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000035,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000035
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000036,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000036
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000037,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000037
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000038,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000038
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000039,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000039
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000040,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000040
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000041,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000041
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000042,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000042
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000043,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000043
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000044,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000044
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000045,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000045
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000046,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000046
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000047,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000047
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000048,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000048
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000049,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000049
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000050,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000050
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000051,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000051
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000052,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000052
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000053,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000053
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000054,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000054
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000055,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000055
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000056,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000056
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000057,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000057
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000058,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000058
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000059,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000059
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000060,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000060
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000061,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000061
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000062,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000062
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000063,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000063
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000064,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000064
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000065,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000065
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000066,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000066
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000067,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000067
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000068,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000068
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000069,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000069
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000070,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000070
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000071,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000071
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000072,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000072
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000073,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000073
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000074,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000074
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000075,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000075
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000076,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000076
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000077,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000077
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000078,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000078
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000079,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000079
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000080,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000080
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000081,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000081
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000082,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000082
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000083,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000083
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000084,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000084
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000085,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000085
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000086,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000086
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000087,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000087
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000088,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000088
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000089,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000089
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000090,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000090
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000091,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000091
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000092,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000092
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000093,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000093
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000094,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000094
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000095,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000095
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000096,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000096
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000097,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000097
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000098,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000098
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000099,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000099
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000100,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000100
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000101,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000101
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000102,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000102
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000103,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000103
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000104,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000104
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000105,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000105
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000106,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000106
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000107,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000107
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000108,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000108
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000109,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000109
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000110,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000110
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000111,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000111
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000112,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000112
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000113,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000113
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000114,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000114
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000115,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000115
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000116,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000116
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000117,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000117
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000118,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000118
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000119,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000119
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000120,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000120
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000121,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000121
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000122,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000122
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000123,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000123
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000124,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000124
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000125,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000125
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000126,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000126
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000127,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000127
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000128,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000128
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000129,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000129
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000130,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000130
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000131,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000131
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000132,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000132
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000133,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000133
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000134,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000134
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000135,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000135
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000136,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000136
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000137,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000137
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000138,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000138
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000139,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000139
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000140,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000140
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000141,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000141
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000142,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000142
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000143,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000143
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000144,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000144
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000145,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000145
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000146,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000146
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000147,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000147
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000148,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000148
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000149,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000149
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000150,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000150
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000151,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000151
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000152,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000152
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000153,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000153
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000154,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000154
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000155,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000155
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000156,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000156
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000157,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000157
7117/valid/7117_Caranx_sexfasciatus_juvenile_f000158,7117,1,valid,7117_Caranx_sexfasciatus_juvenile_f000158
