ID,counts,habitats,labels,classes,frames
empty/7393_NF2_f001150,0,7393,0,empty,7393_NF2_f001150
empty/7393_NF2_f001160,0,7393,0,empty,7393_NF2_f001160
empty/7393_NF2_f001170,0,7393,0,empty,7393_NF2_f001170
empty/7393_NF2_f001180,0,7393,0,empty,7393_NF2_f001180
empty/7393_NF2_f001190,0,7393,0,empty,7393_NF2_f001190
empty/7393_NF2_f001200,0,7393,0,empty,7393_NF2_f001200
empty/7393_NF2_f001210,0,7393,0,empty,7393_NF2_f001210
empty/7393_NF2_f001220,0,7393,0,empty,7393_NF2_f001220
empty/7393_NF2_f001230,0,7393,0,empty,7393_NF2_f001230
empty/7393_NF2_f001240,0,7393,0,empty,7393_NF2_f001240
empty/7393_NF2_f001250,0,7393,0,empty,7393_NF2_f001250
empty/7393_NF2_f001260,0,7393,0,empty,7393_NF2_f001260
empty/7393_NF2_f001270,0,7393,0,empty,7393_NF2_f001270
empty/7393_NF2_f001280,0,7393,0,empty,7393_NF2_f001280
empty/7393_NF2_f001290,0,7393,0,empty,7393_NF2_f001290
empty/7393_NF2_f001300,0,7393,0,empty,7393_NF2_f001300
empty/7393_NF2_f001310,0,7393,0,empty,7393_NF2_f001310
empty/7393_NF2_f001320,0,7393,0,empty,7393_NF2_f001320
empty/7393_NF2_f001330,0,7393,0,empty,7393_NF2_f001330
empty/7393_NF2_f001340,0,7393,0,empty,7393_NF2_f001340
empty/7393_NF2_f001350,0,7393,0,empty,7393_NF2_f001350
empty/7393_NF2_f001360,0,7393,0,empty,7393_NF2_f001360
empty/7393_NF2_f001370,0,7393,0,empty,7393_NF2_f001370
empty/7393_NF2_f001380,0,7393,0,empty,7393_NF2_f001380
empty/7393_NF2_f001390,0,7393,0,empty,7393_NF2_f001390
empty/7393_NF2_f001400,0,7393,0,empty,7393_NF2_f001400
empty/7393_NF2_f001410,0,7393,0,empty,7393_NF2_f001410
empty/7393_NF2_f001420,0,7393,0,empty,7393_NF2_f001420
empty/7393_NF2_f001430,0,7393,0,empty,7393_NF2_f001430
empty/7393_NF2_f001440,0,7393,0,empty,7393_NF2_f001440
empty/7393_NF2_f001450,0,7393,0,empty,7393_NF2_f001450
empty/7393_NF2_f001460,0,7393,0,empty,7393_NF2_f001460
empty/7393_NF2_f001470,0,7393,0,empty,7393_NF2_f001470
empty/7393_NF2_f001480,0,7393,0,empty,7393_NF2_f001480
empty/7393_NF2_f001490,0,7393,0,empty,7393_NF2_f001490
empty/7393_NF2_f001500,0,7393,0,empty,7393_NF2_f001500
empty/7393_NF2_f001510,0,7393,0,empty,7393_NF2_f001510
empty/7393_NF2_f001520,0,7393,0,empty,7393_NF2_f001520
empty/7393_NF2_f001530,0,7393,0,empty,7393_NF2_f001530
empty/7393_NF2_f001540,0,7393,0,empty,7393_NF2_f001540
empty/7393_NF2_f001550,0,7393,0,empty,7393_NF2_f001550
empty/7398_NF2_f000000,0,7398,0,empty,7398_NF2_f000000
empty/7398_NF2_f000010,0,7398,0,empty,7398_NF2_f000010
empty/7398_NF2_f000020,0,7398,0,empty,7398_NF2_f000020
empty/7398_NF2_f000030,0,7398,0,empty,7398_NF2_f000030
empty/7398_NF2_f000040,0,7398,0,empty,7398_NF2_f000040
empty/7398_NF2_f000050,0,7398,0,empty,7398_NF2_f000050
empty/7398_NF2_f000060,0,7398,0,empty,7398_NF2_f000060
empty/7398_NF2_f000070,0,7398,0,empty,7398_NF2_f000070
empty/7398_NF2_f000080,0,7398,0,empty,7398_NF2_f000080
empty/7398_NF2_f000090,0,7398,0,empty,7398_NF2_f000090
empty/7398_NF2_f000100,0,7398,0,empty,7398_NF2_f000100
empty/7398_NF2_f000110,0,7398,0,empty,7398_NF2_f000110
empty/7398_NF2_f000120,0,7398,0,empty,7398_NF2_f000120
empty/7398_NF2_f000130,0,7398,0,empty,7398_NF2_f000130
empty/7398_NF2_f000140,0,7398,0,empty,7398_NF2_f000140
empty/7398_NF2_f000150,0,7398,0,empty,7398_NF2_f000150
empty/7398_NF2_f000160,0,7398,0,empty,7398_NF2_f000160
empty/7398_NF2_f000170,0,7398,0,empty,7398_NF2_f000170
empty/7398_NF2_f000180,0,7398,0,empty,7398_NF2_f000180
empty/7398_NF2_f000190,0,7398,0,empty,7398_NF2_f000190
empty/7398_NF2_f000200,0,7398,0,empty,7398_NF2_f000200
empty/7398_NF2_f000210,0,7398,0,empty,7398_NF2_f000210
empty/7398_NF2_f000220,0,7398,0,empty,7398_NF2_f000220
empty/7398_NF2_f000230,0,7398,0,empty,7398_NF2_f000230
empty/7398_NF2_f000240,0,7398,0,empty,7398_NF2_f000240
empty/7398_NF2_f000250,0,7398,0,empty,7398_NF2_f000250
empty/7398_NF2_f000260,0,7398,0,empty,7398_NF2_f000260
empty/7398_NF2_f000270,0,7398,0,empty,7398_NF2_f000270
empty/7398_NF2_f000280,0,7398,0,empty,7398_NF2_f000280
empty/7398_NF2_f000290,0,7398,0,empty,7398_NF2_f000290
empty/7398_NF2_f000300,0,7398,0,empty,7398_NF2_f000300
empty/7398_NF2_f000310,0,7398,0,empty,7398_NF2_f000310
empty/7398_NF2_f000320,0,7398,0,empty,7398_NF2_f000320
empty/7398_NF2_f000330,0,7398,0,empty,7398_NF2_f000330
empty/7398_NF2_f000340,0,7398,0,empty,7398_NF2_f000340
empty/7398_NF2_f000350,0,7398,0,empty,7398_NF2_f000350
empty/7398_NF2_f000360,0,7398,0,empty,7398_NF2_f000360
empty/7398_NF2_f000370,0,7398,0,empty,7398_NF2_f000370
empty/7398_NF2_f000380,0,7398,0,empty,7398_NF2_f000380
empty/7398_NF2_f000390,0,7398,0,empty,7398_NF2_f000390
empty/7398_NF2_f000400,0,7398,0,empty,7398_NF2_f000400
empty/7398_NF2_f000410,0,7398,0,empty,7398_NF2_f000410
empty/7398_NF2_f000420,0,7398,0,empty,7398_NF2_f000420
empty/7398_NF2_f000430,0,7398,0,empty,7398_NF2_f000430
empty/7398_NF2_f000440,0,7398,0,empty,7398_NF2_f000440
empty/7398_NF2_f000450,0,7398,0,empty,7398_NF2_f000450
empty/7398_NF2_f000460,0,7398,0,empty,7398_NF2_f000460
empty/7398_NF2_f000470,0,7398,0,empty,7398_NF2_f000470
empty/7398_NF2_f000480,0,7398,0,empty,7398_NF2_f000480
empty/7398_NF2_f000490,0,7398,0,empty,7398_NF2_f000490
empty/7398_NF2_f000500,0,7398,0,empty,7398_NF2_f000500
empty/7398_NF2_f000510,0,7398,0,empty,7398_NF2_f000510
empty/7398_NF2_f000520,0,7398,0,empty,7398_NF2_f000520
empty/7398_NF2_f000530,0,7398,0,empty,7398_NF2_f000530
empty/7398_NF2_f000540,0,7398,0,empty,7398_NF2_f000540
empty/7398_NF2_f000550,0,7398,0,empty,7398_NF2_f000550
empty/7398_NF2_f000670,0,7398,0,empty,7398_NF2_f000670
empty/7398_NF3_f000000,0,7398,0,empty,7398_NF3_f000000
empty/7398_NF3_f000010,0,7398,0,empty,7398_NF3_f000010
empty/7398_NF3_f000020,0,7398,0,empty,7398_NF3_f000020
empty/7398_NF3_f000030,0,7398,0,empty,7398_NF3_f000030
empty/7398_NF3_f000040,0,7398,0,empty,7398_NF3_f000040
empty/7398_NF3_f000050,0,7398,0,empty,7398_NF3_f000050
empty/7398_NF3_f000060,0,7398,0,empty,7398_NF3_f000060
empty/7398_NF3_f000070,0,7398,0,empty,7398_NF3_f000070
empty/7398_NF3_f000080,0,7398,0,empty,7398_NF3_f000080
empty/7398_NF3_f000090,0,7398,0,empty,7398_NF3_f000090
empty/7398_NF3_f000100,0,7398,0,empty,7398_NF3_f000100
empty/7398_NF3_f000110,0,7398,0,empty,7398_NF3_f000110
empty/7398_NF3_f000120,0,7398,0,empty,7398_NF3_f000120
empty/7398_NF3_f000130,0,7398,0,empty,7398_NF3_f000130
empty/7398_NF3_f000140,0,7398,0,empty,7398_NF3_f000140
empty/7398_NF3_f000150,0,7398,0,empty,7398_NF3_f000150
empty/7398_NF3_f000160,0,7398,0,empty,7398_NF3_f000160
empty/7398_NF3_f000170,0,7398,0,empty,7398_NF3_f000170
empty/7398_NF3_f000180,0,7398,0,empty,7398_NF3_f000180
empty/7398_NF3_f000190,0,7398,0,empty,7398_NF3_f000190
empty/7398_NF3_f000200,0,7398,0,empty,7398_NF3_f000200
empty/7398_NF3_f000210,0,7398,0,empty,7398_NF3_f000210
empty/7398_NF3_f000220,0,7398,0,empty,7398_NF3_f000220
empty/7398_NF3_f000230,0,7398,0,empty,7398_NF3_f000230
empty/7398_NF3_f000240,0,7398,0,empty,7398_NF3_f000240
empty/7398_NF3_f000250,0,7398,0,empty,7398_NF3_f000250
empty/7398_NF3_f000260,0,7398,0,empty,7398_NF3_f000260
empty/7398_NF3_f000270,0,7398,0,empty,7398_NF3_f000270
empty/7398_NF3_f000280,0,7398,0,empty,7398_NF3_f000280
empty/7398_NF3_f000290,0,7398,0,empty,7398_NF3_f000290
empty/7398_NF3_f000300,0,7398,0,empty,7398_NF3_f000300
empty/7398_NF3_f000310,0,7398,0,empty,7398_NF3_f000310
empty/7398_NF3_f000320,0,7398,0,empty,7398_NF3_f000320
empty/7398_NF3_f000330,0,7398,0,empty,7398_NF3_f000330
empty/7398_NF3_f000340,0,7398,0,empty,7398_NF3_f000340
empty/7398_NF3_f000350,0,7398,0,empty,7398_NF3_f000350
empty/7398_NF3_f000360,0,7398,0,empty,7398_NF3_f000360
empty/7398_NF3_f000370,0,7398,0,empty,7398_NF3_f000370
empty/7398_NF3_f000380,0,7398,0,empty,7398_NF3_f000380
empty/7398_NF3_f000390,0,7398,0,empty,7398_NF3_f000390
empty/7398_NF3_f000400,0,7398,0,empty,7398_NF3_f000400
empty/7398_NF3_f000410,0,7398,0,empty,7398_NF3_f000410
empty/7398_NF3_f000420,0,7398,0,empty,7398_NF3_f000420
empty/7398_NF3_f000430,0,7398,0,empty,7398_NF3_f000430
empty/7398_NF3_f000440,0,7398,0,empty,7398_NF3_f000440
empty/7398_NF3_f000450,0,7398,0,empty,7398_NF3_f000450
empty/7398_NF3_f000460,0,7398,0,empty,7398_NF3_f000460
empty/7398_NF3_f000470,0,7398,0,empty,7398_NF3_f000470
empty/7398_NF3_f000480,0,7398,0,empty,7398_NF3_f000480
empty/7398_NF3_f000490,0,7398,0,empty,7398_NF3_f000490
empty/7398_NF3_f000500,0,7398,0,empty,7398_NF3_f000500
empty/7398_NF3_f000510,0,7398,0,empty,7398_NF3_f000510
empty/7398_NF3_f000520,0,7398,0,empty,7398_NF3_f000520
empty/7398_NF3_f000530,0,7398,0,empty,7398_NF3_f000530
empty/7398_NF3_f000540,0,7398,0,empty,7398_NF3_f000540
empty/7398_NF3_f000550,0,7398,0,empty,7398_NF3_f000550
empty/7398_NF3_f000560,0,7398,0,empty,7398_NF3_f000560
empty/7398_NF3_f000570,0,7398,0,empty,7398_NF3_f000570
empty/7398_NF3_f000580,0,7398,0,empty,7398_NF3_f000580
empty/7398_NF3_f000590,0,7398,0,empty,7398_NF3_f000590
empty/7398_NF3_f000600,0,7398,0,empty,7398_NF3_f000600
empty/7398_NF3_f000610,0,7398,0,empty,7398_NF3_f000610
empty/7398_NF3_f000620,0,7398,0,empty,7398_NF3_f000620
empty/7398_NF3_f000630,0,7398,0,empty,7398_NF3_f000630
empty/7398_NF3_f000640,0,7398,0,empty,7398_NF3_f000640
empty/7398_NF3_f000650,0,7398,0,empty,7398_NF3_f000650
empty/7398_NF3_f000660,0,7398,0,empty,7398_NF3_f000660
empty/7398_NF3_f000670,0,7398,0,empty,7398_NF3_f000670
empty/7398_NF3_f000680,0,7398,0,empty,7398_NF3_f000680
empty/7398_NF3_f000690,0,7398,0,empty,7398_NF3_f000690
empty/7398_NF3_f000700,0,7398,0,empty,7398_NF3_f000700
empty/7398_NF3_f000710,0,7398,0,empty,7398_NF3_f000710
empty/7398_NF3_f000720,0,7398,0,empty,7398_NF3_f000720
empty/7398_NF3_f000730,0,7398,0,empty,7398_NF3_f000730
empty/7398_NF3_f000740,0,7398,0,empty,7398_NF3_f000740
empty/7398_NF3_f000750,0,7398,0,empty,7398_NF3_f000750
empty/7398_NF3_f000760,0,7398,0,empty,7398_NF3_f000760
empty/7398_NF3_f000770,0,7398,0,empty,7398_NF3_f000770
empty/7398_NF3_f000780,0,7398,0,empty,7398_NF3_f000780
empty/7398_NF3_f000790,0,7398,0,empty,7398_NF3_f000790
empty/7398_NF3_f000800,0,7398,0,empty,7398_NF3_f000800
empty/7398_NF3_f000810,0,7398,0,empty,7398_NF3_f000810
empty/7398_NF3_f000820,0,7398,0,empty,7398_NF3_f000820
empty/7398_NF3_f000830,0,7398,0,empty,7398_NF3_f000830
empty/7398_NF3_f000840,0,7398,0,empty,7398_NF3_f000840
empty/7398_NF3_f000850,0,7398,0,empty,7398_NF3_f000850
empty/7398_NF3_f000860,0,7398,0,empty,7398_NF3_f000860
empty/7398_NF3_f000870,0,7398,0,empty,7398_NF3_f000870
empty/7398_NF3_f000880,0,7398,0,empty,7398_NF3_f000880
empty/7398_NF3_f000890,0,7398,0,empty,7398_NF3_f000890
empty/7398_NF3_f000900,0,7398,0,empty,7398_NF3_f000900
empty/7398_NF3_f000910,0,7398,0,empty,7398_NF3_f000910
empty/7398_NF3_f000920,0,7398,0,empty,7398_NF3_f000920
empty/7398_NF3_f000930,0,7398,0,empty,7398_NF3_f000930
empty/7398_NF3_f000940,0,7398,0,empty,7398_NF3_f000940
empty/7398_NF3_f000950,0,7398,0,empty,7398_NF3_f000950
empty/7426_NF2_f000000,0,7426,0,empty,7426_NF2_f000000
empty/7426_NF2_f000010,0,7426,0,empty,7426_NF2_f000010
empty/7426_NF2_f000020,0,7426,0,empty,7426_NF2_f000020
empty/7426_NF2_f000030,0,7426,0,empty,7426_NF2_f000030
empty/7426_NF2_f000040,0,7426,0,empty,7426_NF2_f000040
empty/7426_NF2_f000050,0,7426,0,empty,7426_NF2_f000050
empty/7426_NF2_f000060,0,7426,0,empty,7426_NF2_f000060
empty/7426_NF2_f000070,0,7426,0,empty,7426_NF2_f000070
empty/7426_NF2_f000080,0,7426,0,empty,7426_NF2_f000080
empty/7426_NF2_f000090,0,7426,0,empty,7426_NF2_f000090
empty/7426_NF2_f000100,0,7426,0,empty,7426_NF2_f000100
empty/7426_NF2_f000110,0,7426,0,empty,7426_NF2_f000110
empty/7426_NF2_f000120,0,7426,0,empty,7426_NF2_f000120
empty/7426_NF2_f000130,0,7426,0,empty,7426_NF2_f000130
empty/7426_NF2_f000140,0,7426,0,empty,7426_NF2_f000140
empty/7426_NF2_f000150,0,7426,0,empty,7426_NF2_f000150
empty/7426_NF2_f000160,0,7426,0,empty,7426_NF2_f000160
empty/7426_NF2_f000170,0,7426,0,empty,7426_NF2_f000170
empty/7426_NF2_f000180,0,7426,0,empty,7426_NF2_f000180
empty/7426_NF2_f000190,0,7426,0,empty,7426_NF2_f000190
empty/7426_NF2_f000200,0,7426,0,empty,7426_NF2_f000200
empty/7426_NF2_f000210,0,7426,0,empty,7426_NF2_f000210
empty/7426_NF2_f000220,0,7426,0,empty,7426_NF2_f000220
empty/7426_NF2_f000230,0,7426,0,empty,7426_NF2_f000230
empty/7426_NF2_f000240,0,7426,0,empty,7426_NF2_f000240
empty/7426_NF2_f000250,0,7426,0,empty,7426_NF2_f000250
empty/7426_NF2_f000260,0,7426,0,empty,7426_NF2_f000260
empty/7426_NF2_f000270,0,7426,0,empty,7426_NF2_f000270
empty/7426_NF2_f000280,0,7426,0,empty,7426_NF2_f000280
empty/7426_NF2_f000290,0,7426,0,empty,7426_NF2_f000290
empty/7426_NF2_f000300,0,7426,0,empty,7426_NF2_f000300
empty/7426_NF2_f000310,0,7426,0,empty,7426_NF2_f000310
empty/7426_NF2_f000320,0,7426,0,empty,7426_NF2_f000320
empty/7426_NF2_f000330,0,7426,0,empty,7426_NF2_f000330
empty/7426_NF2_f000340,0,7426,0,empty,7426_NF2_f000340
empty/7426_NF2_f000350,0,7426,0,empty,7426_NF2_f000350
empty/7426_NF2_f000360,0,7426,0,empty,7426_NF2_f000360
empty/7426_NF2_f000370,0,7426,0,empty,7426_NF2_f000370
empty/7426_NF2_f000380,0,7426,0,empty,7426_NF2_f000380
empty/7426_NF2_f000390,0,7426,0,empty,7426_NF2_f000390
empty/7426_NF2_f000400,0,7426,0,empty,7426_NF2_f000400
empty/7426_NF2_f000410,0,7426,0,empty,7426_NF2_f000410
empty/7426_NF2_f000420,0,7426,0,empty,7426_NF2_f000420
empty/7426_NF2_f000430,0,7426,0,empty,7426_NF2_f000430
empty/7426_NF2_f000440,0,7426,0,empty,7426_NF2_f000440
empty/7426_NF2_f000450,0,7426,0,empty,7426_NF2_f000450
empty/7426_NF2_f000460,0,7426,0,empty,7426_NF2_f000460
empty/7426_NF2_f000470,0,7426,0,empty,7426_NF2_f000470
empty/7426_NF2_f000480,0,7426,0,empty,7426_NF2_f000480
empty/7426_NF2_f000490,0,7426,0,empty,7426_NF2_f000490
empty/7426_NF2_f000500,0,7426,0,empty,7426_NF2_f000500
empty/7426_NF3_f000000,0,7426,0,empty,7426_NF3_f000000
empty/7426_NF3_f000010,0,7426,0,empty,7426_NF3_f000010
empty/7426_NF3_f000020,0,7426,0,empty,7426_NF3_f000020
empty/7426_NF3_f000030,0,7426,0,empty,7426_NF3_f000030
empty/7426_NF3_f000040,0,7426,0,empty,7426_NF3_f000040
empty/7426_NF3_f000050,0,7426,0,empty,7426_NF3_f000050
empty/7426_NF3_f000060,0,7426,0,empty,7426_NF3_f000060
empty/7426_NF3_f000070,0,7426,0,empty,7426_NF3_f000070
empty/7426_NF3_f000080,0,7426,0,empty,7426_NF3_f000080
empty/7426_NF3_f000090,0,7426,0,empty,7426_NF3_f000090
empty/7426_NF3_f000100,0,7426,0,empty,7426_NF3_f000100
empty/7426_NF3_f000110,0,7426,0,empty,7426_NF3_f000110
empty/7426_NF3_f000120,0,7426,0,empty,7426_NF3_f000120
empty/7426_NF3_f000130,0,7426,0,empty,7426_NF3_f000130
empty/7426_NF3_f000140,0,7426,0,empty,7426_NF3_f000140
empty/7426_NF3_f000150,0,7426,0,empty,7426_NF3_f000150
empty/7426_NF3_f000160,0,7426,0,empty,7426_NF3_f000160
empty/7426_NF3_f000170,0,7426,0,empty,7426_NF3_f000170
empty/7426_NF3_f000180,0,7426,0,empty,7426_NF3_f000180
empty/7426_NF3_f000190,0,7426,0,empty,7426_NF3_f000190
empty/7426_NF3_f000200,0,7426,0,empty,7426_NF3_f000200
empty/7426_NF3_f000210,0,7426,0,empty,7426_NF3_f000210
empty/7426_NF3_f000220,0,7426,0,empty,7426_NF3_f000220
empty/7426_NF3_f000230,0,7426,0,empty,7426_NF3_f000230
empty/7426_NF3_f000240,0,7426,0,empty,7426_NF3_f000240
empty/7426_NF3_f000250,0,7426,0,empty,7426_NF3_f000250
empty/7426_NF3_f000260,0,7426,0,empty,7426_NF3_f000260
empty/7426_NF3_f000270,0,7426,0,empty,7426_NF3_f000270
empty/7426_NF3_f000280,0,7426,0,empty,7426_NF3_f000280
empty/7426_NF4_f000000,0,7426,0,empty,7426_NF4_f000000
empty/7426_NF4_f000010,0,7426,0,empty,7426_NF4_f000010
empty/7426_NF4_f000020,0,7426,0,empty,7426_NF4_f000020
empty/7426_NF4_f000030,0,7426,0,empty,7426_NF4_f000030
empty/7426_NF4_f000040,0,7426,0,empty,7426_NF4_f000040
empty/7426_NF4_f000050,0,7426,0,empty,7426_NF4_f000050
empty/7426_NF4_f000060,0,7426,0,empty,7426_NF4_f000060
empty/7426_NF4_f000070,0,7426,0,empty,7426_NF4_f000070
empty/7426_NF4_f000080,0,7426,0,empty,7426_NF4_f000080
empty/7426_NF4_f000090,0,7426,0,empty,7426_NF4_f000090
empty/7426_NF4_f000100,0,7426,0,empty,7426_NF4_f000100
empty/7426_NF4_f000110,0,7426,0,empty,7426_NF4_f000110
empty/7426_NF4_f000120,0,7426,0,empty,7426_NF4_f000120
empty/7426_NF4_f000130,0,7426,0,empty,7426_NF4_f000130
empty/7426_NF4_f000140,0,7426,0,empty,7426_NF4_f000140
empty/7426_NF4_f000150,0,7426,0,empty,7426_NF4_f000150
empty/7426_NF4_f000160,0,7426,0,empty,7426_NF4_f000160
empty/7426_NF4_f000170,0,7426,0,empty,7426_NF4_f000170
empty/7426_NF4_f000180,0,7426,0,empty,7426_NF4_f000180
empty/7426_NF4_f000190,0,7426,0,empty,7426_NF4_f000190
empty/7426_NF4_f000200,0,7426,0,empty,7426_NF4_f000200
empty/7426_NF4_f000210,0,7426,0,empty,7426_NF4_f000210
empty/7426_NF4_f000220,0,7426,0,empty,7426_NF4_f000220
empty/7426_NF4_f000230,0,7426,0,empty,7426_NF4_f000230
empty/7426_NF4_f000240,0,7426,0,empty,7426_NF4_f000240
empty/7426_NF4_f000250,0,7426,0,empty,7426_NF4_f000250
empty/7426_NF4_f000260,0,7426,0,empty,7426_NF4_f000260
empty/7426_NF4_f000270,0,7426,0,empty,7426_NF4_f000270
empty/7426_NF4_f000280,0,7426,0,empty,7426_NF4_f000280
empty/7426_NF4_f000290,0,7426,0,empty,7426_NF4_f000290
empty/7426_NF4_f000300,0,7426,0,empty,7426_NF4_f000300
empty/7426_NF4_f000310,0,7426,0,empty,7426_NF4_f000310
empty/7426_NF4_f000320,0,7426,0,empty,7426_NF4_f000320
empty/7426_NF4_f000330,0,7426,0,empty,7426_NF4_f000330
empty/7426_NF4_f000340,0,7426,0,empty,7426_NF4_f000340
empty/7426_NF4_f000350,0,7426,0,empty,7426_NF4_f000350
empty/7426_NF4_f000360,0,7426,0,empty,7426_NF4_f000360
empty/7426_NF4_f000370,0,7426,0,empty,7426_NF4_f000370
empty/7434_NF2_f000000,0,7434,0,empty,7434_NF2_f000000
empty/7434_NF2_f000010,0,7434,0,empty,7434_NF2_f000010
empty/7434_NF2_f000020,0,7434,0,empty,7434_NF2_f000020
empty/7434_NF2_f000030,0,7434,0,empty,7434_NF2_f000030
empty/7434_NF2_f000040,0,7434,0,empty,7434_NF2_f000040
empty/7434_NF2_f000050,0,7434,0,empty,7434_NF2_f000050
empty/7434_NF2_f000060,0,7434,0,empty,7434_NF2_f000060
empty/7434_NF2_f000070,0,7434,0,empty,7434_NF2_f000070
empty/7434_NF2_f000080,0,7434,0,empty,7434_NF2_f000080
empty/7434_NF2_f000090,0,7434,0,empty,7434_NF2_f000090
empty/7434_NF2_f000100,0,7434,0,empty,7434_NF2_f000100
empty/7434_NF2_f000110,0,7434,0,empty,7434_NF2_f000110
empty/7434_NF2_f000120,0,7434,0,empty,7434_NF2_f000120
empty/7434_NF3_f000000,0,7434,0,empty,7434_NF3_f000000
empty/7434_NF3_f000010,0,7434,0,empty,7434_NF3_f000010
empty/7434_NF3_f000020,0,7434,0,empty,7434_NF3_f000020
empty/7434_NF3_f000030,0,7434,0,empty,7434_NF3_f000030
empty/7434_NF3_f000040,0,7434,0,empty,7434_NF3_f000040
empty/7434_NF3_f000050,0,7434,0,empty,7434_NF3_f000050
empty/7434_NF3_f000060,0,7434,0,empty,7434_NF3_f000060
empty/7434_NF3_f000070,0,7434,0,empty,7434_NF3_f000070
empty/7434_NF3_f000080,0,7434,0,empty,7434_NF3_f000080
empty/7434_NF3_f000090,0,7434,0,empty,7434_NF3_f000090
empty/7434_NF3_f000100,0,7434,0,empty,7434_NF3_f000100
empty/7434_NF3_f000110,0,7434,0,empty,7434_NF3_f000110
empty/7434_NF3_f000120,0,7434,0,empty,7434_NF3_f000120
empty/7434_NF3_f000130,0,7434,0,empty,7434_NF3_f000130
empty/7434_NF3_f000140,0,7434,0,empty,7434_NF3_f000140
empty/7434_NF3_f000150,0,7434,0,empty,7434_NF3_f000150
empty/7434_NF3_f000160,0,7434,0,empty,7434_NF3_f000160
empty/7434_NF3_f000170,0,7434,0,empty,7434_NF3_f000170
empty/7434_NF3_f000180,0,7434,0,empty,7434_NF3_f000180
empty/7434_NF3_f000190,0,7434,0,empty,7434_NF3_f000190
empty/7434_NF3_f000200,0,7434,0,empty,7434_NF3_f000200
empty/7434_NF3_f000210,0,7434,0,empty,7434_NF3_f000210
empty/7434_NF3_f000220,0,7434,0,empty,7434_NF3_f000220
empty/7434_NF3_f000230,0,7434,0,empty,7434_NF3_f000230
empty/7434_NF3_f000240,0,7434,0,empty,7434_NF3_f000240
empty/7434_NF3_f000250,0,7434,0,empty,7434_NF3_f000250
empty/7434_NF3_f000260,0,7434,0,empty,7434_NF3_f000260
empty/7434_NF3_f000270,0,7434,0,empty,7434_NF3_f000270
empty/7434_NF3_f000280,0,7434,0,empty,7434_NF3_f000280
empty/7434_NF3_f000290,0,7434,0,empty,7434_NF3_f000290
